categoria,subcategoria,subcategoriaId,formularioId,sectorId,arquetipo,consumo,planRecomendado,planSchemaId,planMinimoSostenible,debeSubirPlan,precioMensualMXN,ivaIncluido,costoStorageMXN,costoEgressMXN,costoFirestoreMXN,costoFijoOpsMXN,costoTotalMXN,costoViralMXN,comisionPasarelaMXN,margenBrutoMXN,margenNetoMXN,margenNetoPct,semaforo,riesgoCosto,indiceRiesgoCosto,justificacionTecnica,justificacionComercial
Bienes Raíces,Administración de Condominios,administracion-de-condominios,negocio_empresa,bienes-raices,negocio_inmobiliario,Medio,Profesional,destacado,Profesional,,999,si,0,0.03,0.09,1.61,1.73,3.08,35.96,997.27,961.31,96.23,verde,Medio,4.63,"Arquetipo negocio_inmobiliario, formulario negocio_empresa, baseline 4 fotos en mapa. Mensajes internos: módulo dashboard/SPEC-MESSENGER (texto; adjuntos en diseño, storage MVP limitado). Video en chat y videollamadas: no operativas (SPEC-MESSENGER post-MVP). Costo storage 0 MXN (0.0016 GB). Egress 0.03 MXN (0.0149 GB). Firestore 0.09 MXN (5668 lecturas, 902 escrituras). Plan schema: destacado; cupo 6 fotos.","Confianza (cédula/RFC), citas y cotizaciones; consumo medio predecible."
Bienes Raíces,Venta de Casas,venta-de-casas,negocio_empresa,bienes-raices,negocio_inmobiliario,Medio,Profesional,destacado,Profesional,,999,si,0,0.03,0.09,1.61,1.73,3.08,35.96,997.27,961.31,96.23,verde,Medio,4.63,"Arquetipo negocio_inmobiliario, formulario negocio_empresa, baseline 4 fotos en mapa. Mensajes internos: módulo dashboard/SPEC-MESSENGER (texto; adjuntos en diseño, storage MVP limitado). Video en chat y videollamadas: no operativas (SPEC-MESSENGER post-MVP). Costo storage 0 MXN (0.0016 GB). Egress 0.03 MXN (0.0149 GB). Firestore 0.09 MXN (5668 lecturas, 902 escrituras). Plan schema: destacado; cupo 6 fotos.","Confianza (cédula/RFC), citas y cotizaciones; consumo medio predecible."
Bienes Raíces,Renta de Casas,renta-de-casas,negocio_empresa,bienes-raices,negocio_inmobiliario,Medio,Profesional,destacado,Profesional,,999,si,0,0.03,0.09,1.61,1.73,3.08,35.96,997.27,961.31,96.23,verde,Medio,4.63,"Arquetipo negocio_inmobiliario, formulario negocio_empresa, baseline 4 fotos en mapa. Mensajes internos: módulo dashboard/SPEC-MESSENGER (texto; adjuntos en diseño, storage MVP limitado). Video en chat y videollamadas: no operativas (SPEC-MESSENGER post-MVP). Costo storage 0 MXN (0.0016 GB). Egress 0.03 MXN (0.0149 GB). Firestore 0.09 MXN (5668 lecturas, 902 escrituras). Plan schema: destacado; cupo 6 fotos.","Confianza (cédula/RFC), citas y cotizaciones; consumo medio predecible."
Bienes Raíces,Venta de Departamentos,venta-de-departamentos,negocio_empresa,bienes-raices,negocio_inmobiliario,Medio,Profesional,destacado,Profesional,,999,si,0,0.03,0.09,1.61,1.73,3.08,35.96,997.27,961.31,96.23,verde,Medio,4.63,"Arquetipo negocio_inmobiliario, formulario negocio_empresa, baseline 4 fotos en mapa. Mensajes internos: módulo dashboard/SPEC-MESSENGER (texto; adjuntos en diseño, storage MVP limitado). Video en chat y videollamadas: no operativas (SPEC-MESSENGER post-MVP). Costo storage 0 MXN (0.0016 GB). Egress 0.03 MXN (0.0149 GB). Firestore 0.09 MXN (5668 lecturas, 902 escrituras). Plan schema: destacado; cupo 6 fotos.","Confianza (cédula/RFC), citas y cotizaciones; consumo medio predecible."
Bienes Raíces,Renta de Departamentos,renta-de-departamentos,negocio_empresa,bienes-raices,negocio_inmobiliario,Medio,Profesional,destacado,Profesional,,999,si,0,0.03,0.09,1.61,1.73,3.08,35.96,997.27,961.31,96.23,verde,Medio,4.63,"Arquetipo negocio_inmobiliario, formulario negocio_empresa, baseline 4 fotos en mapa. Mensajes internos: módulo dashboard/SPEC-MESSENGER (texto; adjuntos en diseño, storage MVP limitado). Video en chat y videollamadas: no operativas (SPEC-MESSENGER post-MVP). Costo storage 0 MXN (0.0016 GB). Egress 0.03 MXN (0.0149 GB). Firestore 0.09 MXN (5668 lecturas, 902 escrituras). Plan schema: destacado; cupo 6 fotos.","Confianza (cédula/RFC), citas y cotizaciones; consumo medio predecible."
Bienes Raíces,Venta de Terrenos,venta-de-terrenos,negocio_empresa,bienes-raices,negocio_inmobiliario,Medio,Profesional,destacado,Profesional,,999,si,0,0.03,0.09,1.61,1.73,3.08,35.96,997.27,961.31,96.23,verde,Medio,4.63,"Arquetipo negocio_inmobiliario, formulario negocio_empresa, baseline 4 fotos en mapa. Mensajes internos: módulo dashboard/SPEC-MESSENGER (texto; adjuntos en diseño, storage MVP limitado). Video en chat y videollamadas: no operativas (SPEC-MESSENGER post-MVP). Costo storage 0 MXN (0.0016 GB). Egress 0.03 MXN (0.0149 GB). Firestore 0.09 MXN (5668 lecturas, 902 escrituras). Plan schema: destacado; cupo 6 fotos.","Confianza (cédula/RFC), citas y cotizaciones; consumo medio predecible."
Bienes Raíces,Venta de Locales Comerciales,venta-de-locales-comerciales,negocio_empresa,bienes-raices,negocio_inmobiliario,Medio,Profesional,destacado,Profesional,,999,si,0,0.03,0.09,1.61,1.73,3.08,35.96,997.27,961.31,96.23,verde,Medio,4.63,"Arquetipo negocio_inmobiliario, formulario negocio_empresa, baseline 4 fotos en mapa. Mensajes internos: módulo dashboard/SPEC-MESSENGER (texto; adjuntos en diseño, storage MVP limitado). Video en chat y videollamadas: no operativas (SPEC-MESSENGER post-MVP). Costo storage 0 MXN (0.0016 GB). Egress 0.03 MXN (0.0149 GB). Firestore 0.09 MXN (5668 lecturas, 902 escrituras). Plan schema: destacado; cupo 6 fotos.","Confianza (cédula/RFC), citas y cotizaciones; consumo medio predecible."
Bienes Raíces,Renta de Locales Comerciales,renta-de-locales-comerciales,negocio_empresa,bienes-raices,negocio_inmobiliario,Medio,Profesional,destacado,Profesional,,999,si,0,0.03,0.09,1.61,1.73,3.08,35.96,997.27,961.31,96.23,verde,Medio,4.63,"Arquetipo negocio_inmobiliario, formulario negocio_empresa, baseline 4 fotos en mapa. Mensajes internos: módulo dashboard/SPEC-MESSENGER (texto; adjuntos en diseño, storage MVP limitado). Video en chat y videollamadas: no operativas (SPEC-MESSENGER post-MVP). Costo storage 0 MXN (0.0016 GB). Egress 0.03 MXN (0.0149 GB). Firestore 0.09 MXN (5668 lecturas, 902 escrituras). Plan schema: destacado; cupo 6 fotos.","Confianza (cédula/RFC), citas y cotizaciones; consumo medio predecible."
Bienes Raíces,Venta de Bodegas,venta-de-bodegas,negocio_empresa,bienes-raices,negocio_inmobiliario,Medio,Profesional,destacado,Profesional,,999,si,0,0.03,0.09,1.61,1.73,3.08,35.96,997.27,961.31,96.23,verde,Medio,4.63,"Arquetipo negocio_inmobiliario, formulario negocio_empresa, baseline 4 fotos en mapa. Mensajes internos: módulo dashboard/SPEC-MESSENGER (texto; adjuntos en diseño, storage MVP limitado). Video en chat y videollamadas: no operativas (SPEC-MESSENGER post-MVP). Costo storage 0 MXN (0.0016 GB). Egress 0.03 MXN (0.0149 GB). Firestore 0.09 MXN (5668 lecturas, 902 escrituras). Plan schema: destacado; cupo 6 fotos.","Confianza (cédula/RFC), citas y cotizaciones; consumo medio predecible."
Bienes Raíces,Renta de Bodegas,renta-de-bodegas,negocio_empresa,bienes-raices,negocio_inmobiliario,Medio,Profesional,destacado,Profesional,,999,si,0,0.03,0.09,1.61,1.73,3.08,35.96,997.27,961.31,96.23,verde,Medio,4.63,"Arquetipo negocio_inmobiliario, formulario negocio_empresa, baseline 4 fotos en mapa. Mensajes internos: módulo dashboard/SPEC-MESSENGER (texto; adjuntos en diseño, storage MVP limitado). Video en chat y videollamadas: no operativas (SPEC-MESSENGER post-MVP). Costo storage 0 MXN (0.0016 GB). Egress 0.03 MXN (0.0149 GB). Firestore 0.09 MXN (5668 lecturas, 902 escrituras). Plan schema: destacado; cupo 6 fotos.","Confianza (cédula/RFC), citas y cotizaciones; consumo medio predecible."
Bienes Raíces,Venta de Oficinas,venta-de-oficinas,negocio_empresa,bienes-raices,negocio_inmobiliario,Medio,Profesional,destacado,Profesional,,999,si,0,0.03,0.09,1.61,1.73,3.08,35.96,997.27,961.31,96.23,verde,Medio,4.63,"Arquetipo negocio_inmobiliario, formulario negocio_empresa, baseline 4 fotos en mapa. Mensajes internos: módulo dashboard/SPEC-MESSENGER (texto; adjuntos en diseño, storage MVP limitado). Video en chat y videollamadas: no operativas (SPEC-MESSENGER post-MVP). Costo storage 0 MXN (0.0016 GB). Egress 0.03 MXN (0.0149 GB). Firestore 0.09 MXN (5668 lecturas, 902 escrituras). Plan schema: destacado; cupo 6 fotos.","Confianza (cédula/RFC), citas y cotizaciones; consumo medio predecible."
Bienes Raíces,Renta de Oficinas,renta-de-oficinas,negocio_empresa,bienes-raices,negocio_inmobiliario,Medio,Profesional,destacado,Profesional,,999,si,0,0.03,0.09,1.61,1.73,3.08,35.96,997.27,961.31,96.23,verde,Medio,4.63,"Arquetipo negocio_inmobiliario, formulario negocio_empresa, baseline 4 fotos en mapa. Mensajes internos: módulo dashboard/SPEC-MESSENGER (texto; adjuntos en diseño, storage MVP limitado). Video en chat y videollamadas: no operativas (SPEC-MESSENGER post-MVP). Costo storage 0 MXN (0.0016 GB). Egress 0.03 MXN (0.0149 GB). Firestore 0.09 MXN (5668 lecturas, 902 escrituras). Plan schema: destacado; cupo 6 fotos.","Confianza (cédula/RFC), citas y cotizaciones; consumo medio predecible."
Bienes Raíces,Renta Vacacional,renta-vacacional,negocio_empresa,bienes-raices,negocio_inmobiliario,Medio,Profesional,destacado,Profesional,,999,si,0,0.03,0.09,1.61,1.73,3.08,35.96,997.27,961.31,96.23,verde,Medio,4.63,"Arquetipo negocio_inmobiliario, formulario negocio_empresa, baseline 4 fotos en mapa. Mensajes internos: módulo dashboard/SPEC-MESSENGER (texto; adjuntos en diseño, storage MVP limitado). Video en chat y videollamadas: no operativas (SPEC-MESSENGER post-MVP). Costo storage 0 MXN (0.0016 GB). Egress 0.03 MXN (0.0149 GB). Firestore 0.09 MXN (5668 lecturas, 902 escrituras). Plan schema: destacado; cupo 6 fotos.","Confianza (cédula/RFC), citas y cotizaciones; consumo medio predecible."
Bienes Raíces,Coworking,coworking,negocio_empresa,bienes-raices,negocio_inmobiliario,Medio,Profesional,destacado,Profesional,,999,si,0,0.03,0.09,1.61,1.73,3.08,35.96,997.27,961.31,96.23,verde,Medio,4.63,"Arquetipo negocio_inmobiliario, formulario negocio_empresa, baseline 5 fotos en mapa. Mensajes internos: módulo dashboard/SPEC-MESSENGER (texto; adjuntos en diseño, storage MVP limitado). Video en chat y videollamadas: no operativas (SPEC-MESSENGER post-MVP). Costo storage 0 MXN (0.0016 GB). Egress 0.03 MXN (0.0149 GB). Firestore 0.09 MXN (5668 lecturas, 902 escrituras). Plan schema: destacado; cupo 6 fotos.","Confianza (cédula/RFC), citas y cotizaciones; consumo medio predecible."
Bienes Raíces,Centros de Negocios y Oficinas,centros-de-negocios-y-oficinas,negocio_empresa,bienes-raices,negocio_inmobiliario,Medio,Profesional,destacado,Profesional,,999,si,0,0.03,0.09,1.61,1.73,3.08,35.96,997.27,961.31,96.23,verde,Medio,4.63,"Arquetipo negocio_inmobiliario, formulario negocio_empresa, baseline 5 fotos en mapa. Mensajes internos: módulo dashboard/SPEC-MESSENGER (texto; adjuntos en diseño, storage MVP limitado). Video en chat y videollamadas: no operativas (SPEC-MESSENGER post-MVP). Costo storage 0 MXN (0.0016 GB). Egress 0.03 MXN (0.0149 GB). Firestore 0.09 MXN (5668 lecturas, 902 escrituras). Plan schema: destacado; cupo 6 fotos.","Confianza (cédula/RFC), citas y cotizaciones; consumo medio predecible."
"Eventos, Espectáculos y Fiestas",DJ,dj,persona_independiente,eventos,persona_servicio_profesional,Alto,Premium,premium,Premium,,799,si,0,0.77,0.29,1.89,2.95,7.28,28.76,796.05,767.29,96.03,amarillo,Alto,21.83,"Arquetipo persona_servicio_profesional, formulario persona_independiente, baseline 2 fotos en mapa. Mensajes internos: módulo dashboard/SPEC-MESSENGER (texto; adjuntos en diseño, storage MVP limitado). Costo storage 0 MXN (0.00477 GB). Egress 0.77 MXN (0.3676 GB). Firestore 0.29 MXN (17555 lecturas, 3330 escrituras). Plan schema: premium; cupo 10 fotos.",Conversión por contacto rápido y promoción; mensajería intensa y visibilidad premium.
"Eventos, Espectáculos y Fiestas",Maestro de Ceremonias,maestro-de-ceremonias,persona_independiente,eventos,persona_servicio_profesional,Medio,Profesional,destacado,Profesional,,499,si,0,0.03,0.09,1.61,1.73,3.08,17.96,497.27,479.31,96.05,verde,Medio,4.63,"Arquetipo persona_servicio_profesional, formulario persona_independiente, baseline 3 fotos en mapa. Mensajes internos: módulo dashboard/SPEC-MESSENGER (texto; adjuntos en diseño, storage MVP limitado). Video en chat y videollamadas: no operativas (SPEC-MESSENGER post-MVP). Costo storage 0 MXN (0.0016 GB). Egress 0.03 MXN (0.0149 GB). Firestore 0.09 MXN (5668 lecturas, 902 escrituras). Plan schema: destacado; cupo 6 fotos.","Confianza (cédula/RFC), citas y cotizaciones; consumo medio predecible."
"Eventos, Espectáculos y Fiestas",Animador,animador,persona_independiente,eventos,persona_servicio_profesional,Medio,Profesional,destacado,Profesional,,499,si,0,0.03,0.09,1.61,1.73,3.08,17.96,497.27,479.31,96.05,verde,Medio,4.63,"Arquetipo persona_servicio_profesional, formulario persona_independiente, baseline 3 fotos en mapa. Mensajes internos: módulo dashboard/SPEC-MESSENGER (texto; adjuntos en diseño, storage MVP limitado). Video en chat y videollamadas: no operativas (SPEC-MESSENGER post-MVP). Costo storage 0 MXN (0.0016 GB). Egress 0.03 MXN (0.0149 GB). Firestore 0.09 MXN (5668 lecturas, 902 escrituras). Plan schema: destacado; cupo 6 fotos.","Confianza (cédula/RFC), citas y cotizaciones; consumo medio predecible."
"Eventos, Espectáculos y Fiestas",Payaso,payaso,persona_independiente,eventos,persona_servicio_profesional,Medio,Profesional,destacado,Profesional,,499,si,0,0.03,0.09,1.61,1.73,3.08,17.96,497.27,479.31,96.05,verde,Medio,4.63,"Arquetipo persona_servicio_profesional, formulario persona_independiente, baseline 3 fotos en mapa. Mensajes internos: módulo dashboard/SPEC-MESSENGER (texto; adjuntos en diseño, storage MVP limitado). Video en chat y videollamadas: no operativas (SPEC-MESSENGER post-MVP). Costo storage 0 MXN (0.0016 GB). Egress 0.03 MXN (0.0149 GB). Firestore 0.09 MXN (5668 lecturas, 902 escrituras). Plan schema: destacado; cupo 6 fotos.","Confianza (cédula/RFC), citas y cotizaciones; consumo medio predecible."
"Eventos, Espectáculos y Fiestas",Mago,mago,persona_independiente,eventos,persona_servicio_profesional,Medio,Profesional,destacado,Profesional,,499,si,0,0.03,0.09,1.61,1.73,3.08,17.96,497.27,479.31,96.05,verde,Medio,4.63,"Arquetipo persona_servicio_profesional, formulario persona_independiente, baseline 3 fotos en mapa. Mensajes internos: módulo dashboard/SPEC-MESSENGER (texto; adjuntos en diseño, storage MVP limitado). Video en chat y videollamadas: no operativas (SPEC-MESSENGER post-MVP). Costo storage 0 MXN (0.0016 GB). Egress 0.03 MXN (0.0149 GB). Firestore 0.09 MXN (5668 lecturas, 902 escrituras). Plan schema: destacado; cupo 6 fotos.","Confianza (cédula/RFC), citas y cotizaciones; consumo medio predecible."
"Eventos, Espectáculos y Fiestas",Comediante,comediante,persona_independiente,eventos,persona_servicio_profesional,Medio,Profesional,destacado,Profesional,,499,si,0,0.03,0.09,1.61,1.73,3.08,17.96,497.27,479.31,96.05,verde,Medio,4.63,"Arquetipo persona_servicio_profesional, formulario persona_independiente, baseline 3 fotos en mapa. Mensajes internos: módulo dashboard/SPEC-MESSENGER (texto; adjuntos en diseño, storage MVP limitado). Video en chat y videollamadas: no operativas (SPEC-MESSENGER post-MVP). Costo storage 0 MXN (0.0016 GB). Egress 0.03 MXN (0.0149 GB). Firestore 0.09 MXN (5668 lecturas, 902 escrituras). Plan schema: destacado; cupo 6 fotos.","Confianza (cédula/RFC), citas y cotizaciones; consumo medio predecible."
"Eventos, Espectáculos y Fiestas",Cantante,cantante,persona_independiente,eventos,persona_servicio_profesional,Medio,Profesional,destacado,Profesional,,499,si,0,0.03,0.09,1.61,1.73,3.08,17.96,497.27,479.31,96.05,verde,Medio,4.63,"Arquetipo persona_servicio_profesional, formulario persona_independiente, baseline 3 fotos en mapa. Mensajes internos: módulo dashboard/SPEC-MESSENGER (texto; adjuntos en diseño, storage MVP limitado). Video en chat y videollamadas: no operativas (SPEC-MESSENGER post-MVP). Costo storage 0 MXN (0.0016 GB). Egress 0.03 MXN (0.0149 GB). Firestore 0.09 MXN (5668 lecturas, 902 escrituras). Plan schema: destacado; cupo 6 fotos.","Confianza (cédula/RFC), citas y cotizaciones; consumo medio predecible."
"Eventos, Espectáculos y Fiestas",Mariachi Independiente,mariachi-independiente,persona_independiente,eventos,persona_servicio_profesional,Medio,Profesional,destacado,Profesional,,499,si,0,0.03,0.09,1.61,1.73,3.08,17.96,497.27,479.31,96.05,verde,Medio,4.63,"Arquetipo persona_servicio_profesional, formulario persona_independiente, baseline 3 fotos en mapa. Mensajes internos: módulo dashboard/SPEC-MESSENGER (texto; adjuntos en diseño, storage MVP limitado). Video en chat y videollamadas: no operativas (SPEC-MESSENGER post-MVP). Costo storage 0 MXN (0.0016 GB). Egress 0.03 MXN (0.0149 GB). Firestore 0.09 MXN (5668 lecturas, 902 escrituras). Plan schema: destacado; cupo 6 fotos.","Confianza (cédula/RFC), citas y cotizaciones; consumo medio predecible."
"Eventos, Espectáculos y Fiestas",Grupo Musical Independiente,grupo-musical-independiente,persona_independiente,eventos,persona_servicio_profesional,Medio,Profesional,destacado,Profesional,,499,si,0,0.03,0.09,1.61,1.73,3.08,17.96,497.27,479.31,96.05,verde,Medio,4.63,"Arquetipo persona_servicio_profesional, formulario persona_independiente, baseline 3 fotos en mapa. Mensajes internos: módulo dashboard/SPEC-MESSENGER (texto; adjuntos en diseño, storage MVP limitado). Video en chat y videollamadas: no operativas (SPEC-MESSENGER post-MVP). Costo storage 0 MXN (0.0016 GB). Egress 0.03 MXN (0.0149 GB). Firestore 0.09 MXN (5668 lecturas, 902 escrituras). Plan schema: destacado; cupo 6 fotos.","Confianza (cédula/RFC), citas y cotizaciones; consumo medio predecible."
"Eventos, Espectáculos y Fiestas",Fotógrafo de Eventos,fotografo-de-eventos,persona_independiente,eventos,persona_servicio_profesional,Alto,Premium,premium,Premium,,799,si,0,0.77,0.29,1.89,2.95,7.28,28.76,796.05,767.29,96.03,amarillo,Alto,21.83,"Arquetipo persona_servicio_profesional, formulario persona_independiente, baseline 3 fotos en mapa. Mensajes internos: módulo dashboard/SPEC-MESSENGER (texto; adjuntos en diseño, storage MVP limitado). Costo storage 0 MXN (0.00477 GB). Egress 0.77 MXN (0.3676 GB). Firestore 0.29 MXN (17555 lecturas, 3330 escrituras). Plan schema: premium; cupo 10 fotos.",Conversión por contacto rápido y promoción; mensajería intensa y visibilidad premium.
"Eventos, Espectáculos y Fiestas",Videógrafo,videografo,persona_independiente,eventos,persona_servicio_profesional,Alto,Premium,premium,Premium,,799,si,0,0.77,0.29,1.89,2.95,7.28,28.76,796.05,767.29,96.03,amarillo,Alto,21.83,"Arquetipo persona_servicio_profesional, formulario persona_independiente, baseline 3 fotos en mapa. Mensajes internos: módulo dashboard/SPEC-MESSENGER (texto; adjuntos en diseño, storage MVP limitado). Costo storage 0 MXN (0.00477 GB). Egress 0.77 MXN (0.3676 GB). Firestore 0.29 MXN (17555 lecturas, 3330 escrituras). Plan schema: premium; cupo 10 fotos.",Conversión por contacto rápido y promoción; mensajería intensa y visibilidad premium.
"Eventos, Espectáculos y Fiestas",Organizador de Eventos,organizador-de-eventos,persona_independiente,eventos,persona_servicio_general,Medio,Profesional,destacado,Profesional,,499,si,0,0.03,0.09,1.61,1.73,3.08,17.96,497.27,479.31,96.05,verde,Medio,4.63,"Arquetipo persona_servicio_general, formulario persona_independiente, baseline 3 fotos en mapa. Mensajes internos: módulo dashboard/SPEC-MESSENGER (texto; adjuntos en diseño, storage MVP limitado). Video en chat y videollamadas: no operativas (SPEC-MESSENGER post-MVP). Costo storage 0 MXN (0.0016 GB). Egress 0.03 MXN (0.0149 GB). Firestore 0.09 MXN (5668 lecturas, 902 escrituras). Plan schema: destacado; cupo 6 fotos.","Confianza (cédula/RFC), citas y cotizaciones; consumo medio predecible."
"Eventos, Espectáculos y Fiestas",Wedding Planner,wedding-planner,persona_independiente,eventos,persona_servicio_profesional,Medio,Profesional,destacado,Profesional,,499,si,0,0.03,0.09,1.61,1.73,3.08,17.96,497.27,479.31,96.05,verde,Medio,4.63,"Arquetipo persona_servicio_profesional, formulario persona_independiente, baseline 3 fotos en mapa. Mensajes internos: módulo dashboard/SPEC-MESSENGER (texto; adjuntos en diseño, storage MVP limitado). Video en chat y videollamadas: no operativas (SPEC-MESSENGER post-MVP). Costo storage 0 MXN (0.0016 GB). Egress 0.03 MXN (0.0149 GB). Firestore 0.09 MXN (5668 lecturas, 902 escrituras). Plan schema: destacado; cupo 6 fotos.","Confianza (cédula/RFC), citas y cotizaciones; consumo medio predecible."
"Eventos, Espectáculos y Fiestas",Decorador de Eventos,decorador-de-eventos,persona_independiente,eventos,persona_servicio_general,Medio,Profesional,destacado,Profesional,,499,si,0,0.03,0.09,1.61,1.73,3.08,17.96,497.27,479.31,96.05,verde,Medio,4.63,"Arquetipo persona_servicio_general, formulario persona_independiente, baseline 3 fotos en mapa. Mensajes internos: módulo dashboard/SPEC-MESSENGER (texto; adjuntos en diseño, storage MVP limitado). Video en chat y videollamadas: no operativas (SPEC-MESSENGER post-MVP). Costo storage 0 MXN (0.0016 GB). Egress 0.03 MXN (0.0149 GB). Firestore 0.09 MXN (5668 lecturas, 902 escrituras). Plan schema: destacado; cupo 6 fotos.","Confianza (cédula/RFC), citas y cotizaciones; consumo medio predecible."
"Eventos, Espectáculos y Fiestas",Sonidista,sonidista,persona_independiente,eventos,persona_servicio_profesional,Medio,Profesional,destacado,Profesional,,499,si,0,0.03,0.09,1.61,1.73,3.08,17.96,497.27,479.31,96.05,verde,Medio,4.63,"Arquetipo persona_servicio_profesional, formulario persona_independiente, baseline 3 fotos en mapa. Mensajes internos: módulo dashboard/SPEC-MESSENGER (texto; adjuntos en diseño, storage MVP limitado). Video en chat y videollamadas: no operativas (SPEC-MESSENGER post-MVP). Costo storage 0 MXN (0.0016 GB). Egress 0.03 MXN (0.0149 GB). Firestore 0.09 MXN (5668 lecturas, 902 escrituras). Plan schema: destacado; cupo 6 fotos.","Confianza (cédula/RFC), citas y cotizaciones; consumo medio predecible."
"Eventos, Espectáculos y Fiestas",Iluminación para Eventos,iluminacion-para-eventos,persona_independiente,eventos,persona_servicio_general,Medio,Profesional,destacado,Profesional,,499,si,0,0.03,0.09,1.61,1.73,3.08,17.96,497.27,479.31,96.05,verde,Medio,4.63,"Arquetipo persona_servicio_general, formulario persona_independiente, baseline 3 fotos en mapa. Mensajes internos: módulo dashboard/SPEC-MESSENGER (texto; adjuntos en diseño, storage MVP limitado). Video en chat y videollamadas: no operativas (SPEC-MESSENGER post-MVP). Costo storage 0 MXN (0.0016 GB). Egress 0.03 MXN (0.0149 GB). Firestore 0.09 MXN (5668 lecturas, 902 escrituras). Plan schema: destacado; cupo 6 fotos.","Confianza (cédula/RFC), citas y cotizaciones; consumo medio predecible."
"Eventos, Espectáculos y Fiestas",Locutor,locutor,persona_independiente,eventos,persona_servicio_profesional,Medio,Profesional,destacado,Profesional,,499,si,0,0.03,0.09,1.61,1.73,3.08,17.96,497.27,479.31,96.05,verde,Medio,4.63,"Arquetipo persona_servicio_profesional, formulario persona_independiente, baseline 3 fotos en mapa. Mensajes internos: módulo dashboard/SPEC-MESSENGER (texto; adjuntos en diseño, storage MVP limitado). Video en chat y videollamadas: no operativas (SPEC-MESSENGER post-MVP). Costo storage 0 MXN (0.0016 GB). Egress 0.03 MXN (0.0149 GB). Firestore 0.09 MXN (5668 lecturas, 902 escrituras). Plan schema: destacado; cupo 6 fotos.","Confianza (cédula/RFC), citas y cotizaciones; consumo medio predecible."
"Eventos, Espectáculos y Fiestas",Presentador,presentador,persona_independiente,eventos,persona_servicio_profesional,Medio,Profesional,destacado,Profesional,,499,si,0,0.03,0.09,1.61,1.73,3.08,17.96,497.27,479.31,96.05,verde,Medio,4.63,"Arquetipo persona_servicio_profesional, formulario persona_independiente, baseline 3 fotos en mapa. Mensajes internos: módulo dashboard/SPEC-MESSENGER (texto; adjuntos en diseño, storage MVP limitado). Video en chat y videollamadas: no operativas (SPEC-MESSENGER post-MVP). Costo storage 0 MXN (0.0016 GB). Egress 0.03 MXN (0.0149 GB). Firestore 0.09 MXN (5668 lecturas, 902 escrituras). Plan schema: destacado; cupo 6 fotos.","Confianza (cédula/RFC), citas y cotizaciones; consumo medio predecible."
"Eventos, Espectáculos y Fiestas",Edecán para Eventos,edecan-para-eventos,persona_independiente,eventos,persona_servicio_profesional,Medio,Profesional,destacado,Profesional,,499,si,0,0.03,0.09,1.61,1.73,3.08,17.96,497.27,479.31,96.05,verde,Medio,4.63,"Arquetipo persona_servicio_profesional, formulario persona_independiente, baseline 3 fotos en mapa. Mensajes internos: módulo dashboard/SPEC-MESSENGER (texto; adjuntos en diseño, storage MVP limitado). Video en chat y videollamadas: no operativas (SPEC-MESSENGER post-MVP). Costo storage 0 MXN (0.0016 GB). Egress 0.03 MXN (0.0149 GB). Firestore 0.09 MXN (5668 lecturas, 902 escrituras). Plan schema: destacado; cupo 6 fotos.","Confianza (cédula/RFC), citas y cotizaciones; consumo medio predecible."
"Eventos, Espectáculos y Fiestas",Modelo para Eventos,modelo-para-eventos,persona_independiente,eventos,persona_servicio_general,Medio,Profesional,destacado,Profesional,,499,si,0,0.03,0.09,1.61,1.73,3.08,17.96,497.27,479.31,96.05,verde,Medio,4.63,"Arquetipo persona_servicio_general, formulario persona_independiente, baseline 3 fotos en mapa. Mensajes internos: módulo dashboard/SPEC-MESSENGER (texto; adjuntos en diseño, storage MVP limitado). Video en chat y videollamadas: no operativas (SPEC-MESSENGER post-MVP). Costo storage 0 MXN (0.0016 GB). Egress 0.03 MXN (0.0149 GB). Firestore 0.09 MXN (5668 lecturas, 902 escrituras). Plan schema: destacado; cupo 6 fotos.","Confianza (cédula/RFC), citas y cotizaciones; consumo medio predecible."
"Eventos, Espectáculos y Fiestas",Salón de Eventos,salon-de-eventos,negocio_empresa,eventos,negocio_venue,Alto,Especial,vip,Especial,,2499,si,0,0.81,0.3,1.89,3,7.37,89.96,2496,2406.04,96.28,amarillo,Alto,22.11,"Arquetipo negocio_venue, formulario negocio_empresa, baseline 6 fotos en mapa. Mensajes internos: módulo dashboard/SPEC-MESSENGER (texto; adjuntos en diseño, storage MVP limitado). Lives/estados: diseño PLAN-MAESTRO-INTERACCIONES (cuota 30 min/día en spec). Costo storage 0 MXN (0.006679999999999999 GB). Egress 0.81 MXN (0.3843 GB). Firestore 0.3 MXN (17555 lecturas, 3570 escrituras). Plan schema: vip; cupo 15 fotos.",Monetiza relación + contenido digital; alto LTV; justifica fee superior y add-ons storage.
